Fragment Size,Count,Range,Group,BAM File
2886891,2,>1000,Tumor,H7-tumor.bam
4855873,2,>1000,Tumor,H7-tumor.bam
27569,2,>1000,Tumor,H7-tumor.bam
15807268,2,>1000,Tumor,H7-tumor.bam
15807224,2,>1000,Tumor,H7-tumor.bam
153501,2,>1000,Tumor,H7-tumor.bam
153402,2,>1000,Tumor,H7-tumor.bam
388155,2,>1000,Tumor,H7-tumor.bam
388044,2,>1000,Tumor,H7-tumor.bam
182816,2,>1000,Tumor,H7-tumor.bam
182718,2,>1000,Tumor,H7-tumor.bam
15985251,2,>1000,Tumor,H7-tumor.bam
15985301,2,>1000,Tumor,H7-tumor.bam
634234,2,>1000,Tumor,H7-tumor.bam
159892,2,>1000,Tumor,H7-tumor.bam
626958,2,>1000,Tumor,H7-tumor.bam
331970,2,>1000,Tumor,H7-tumor.bam
16953,2,>1000,Tumor,H7-tumor.bam
16960,2,>1000,Tumor,H7-tumor.bam
11800929,2,>1000,Tumor,H7-tumor.bam
11800826,2,>1000,Tumor,H7-tumor.bam
11800852,2,>1000,Tumor,H7-tumor.bam
610,2,500-1000,Tumor,H7-tumor.bam
843,2,500-1000,Tumor,H7-tumor.bam
61969924,2,>1000,Tumor,H7-tumor.bam
4961082,2,>1000,Tumor,H7-tumor.bam
4960887,2,>1000,Tumor,H7-tumor.bam
4987630,2,>1000,Tumor,H7-tumor.bam
4966043,2,>1000,Tumor,H7-tumor.bam
4965904,2,>1000,Tumor,H7-tumor.bam
4931959,2,>1000,Tumor,H7-tumor.bam
4916362,2,>1000,Tumor,H7-tumor.bam
4916340,2,>1000,Tumor,H7-tumor.bam
43314,2,>1000,Tumor,H7-tumor.bam
3428,2,>1000,Tumor,H7-tumor.bam
11800923,2,>1000,Tumor,H7-tumor.bam
11800865,2,>1000,Tumor,H7-tumor.bam
11800874,2,>1000,Tumor,H7-tumor.bam
11800935,2,>1000,Tumor,H7-tumor.bam
11800920,2,>1000,Tumor,H7-tumor.bam
11800836,2,>1000,Tumor,H7-tumor.bam
11800844,2,>1000,Tumor,H7-tumor.bam
11800954,2,>1000,Tumor,H7-tumor.bam
11800907,2,>1000,Tumor,H7-tumor.bam
11800876,2,>1000,Tumor,H7-tumor.bam
11800891,2,>1000,Tumor,H7-tumor.bam
11800898,2,>1000,Tumor,H7-tumor.bam
11800870,2,>1000,Tumor,H7-tumor.bam
11800932,2,>1000,Tumor,H7-tumor.bam
11800913,2,>1000,Tumor,H7-tumor.bam
11800900,2,>1000,Tumor,H7-tumor.bam
209563,2,>1000,Tumor,H7-tumor.bam
15967139,2,>1000,Tumor,H7-tumor.bam
107285,2,>1000,Tumor,H7-tumor.bam
107192,2,>1000,Tumor,H7-tumor.bam
297853,2,>1000,Tumor,H7-tumor.bam
297764,2,>1000,Tumor,H7-tumor.bam
184064,2,>1000,Tumor,H7-tumor.bam
56779,2,>1000,Tumor,H7-tumor.bam
56683,2,>1000,Tumor,H7-tumor.bam
118054,2,>1000,Tumor,H7-tumor.bam
117976,2,>1000,Tumor,H7-tumor.bam
44065096,2,>1000,Tumor,H7-tumor.bam
44065052,2,>1000,Tumor,H7-tumor.bam
11801036,2,>1000,Tumor,H7-tumor.bam
11801021,2,>1000,Tumor,H7-tumor.bam
11801298,2,>1000,Tumor,H7-tumor.bam
974,2,500-1000,Tumor,H7-tumor.bam
715,2,500-1000,Tumor,H7-tumor.bam
1633,2,>1000,Tumor,H7-tumor.bam
11492008,2,>1000,Tumor,H7-tumor.bam
11492004,2,>1000,Tumor,H7-tumor.bam
11492046,2,>1000,Tumor,H7-tumor.bam
11492091,2,>1000,Tumor,H7-tumor.bam
11492142,2,>1000,Tumor,H7-tumor.bam
9158673,2,>1000,Tumor,H7-tumor.bam
9158606,2,>1000,Tumor,H7-tumor.bam
11800916,2,>1000,Tumor,H7-tumor.bam
11801032,2,>1000,Tumor,H7-tumor.bam
11801324,2,>1000,Tumor,H7-tumor.bam
11801226,2,>1000,Tumor,H7-tumor.bam
11801033,2,>1000,Tumor,H7-tumor.bam
209685,2,>1000,Tumor,H7-tumor.bam
43523607,2,>1000,Tumor,H7-tumor.bam
1116537,2,>1000,Tumor,H7-tumor.bam
12320091,2,>1000,Tumor,H7-tumor.bam
14794,2,>1000,Tumor,H7-tumor.bam
11818314,2,>1000,Tumor,H7-tumor.bam
1074,2,>1000,Tumor,H7-tumor.bam
798,2,500-1000,Tumor,H7-tumor.bam
783,2,500-1000,Tumor,H7-tumor.bam
866,2,500-1000,Tumor,H7-tumor.bam
11800966,2,>1000,Tumor,H7-tumor.bam
33372,2,>1000,Tumor,H7-tumor.bam
118597,2,>1000,Tumor,H7-tumor.bam
11637157,2,>1000,Tumor,H7-tumor.bam
11641699,2,>1000,Tumor,H7-tumor.bam
161303,2,>1000,Tumor,H7-tumor.bam
11491700,2,>1000,Tumor,H7-tumor.bam
14027472,2,>1000,Tumor,H7-tumor.bam
752,2,500-1000,Tumor,H7-tumor.bam
6537562,2,>1000,Tumor,H7-tumor.bam
11056430,2,>1000,Tumor,H7-tumor.bam
11056589,2,>1000,Tumor,H7-tumor.bam
5471,2,>1000,Tumor,H7-tumor.bam
785526,2,>1000,Tumor,H7-tumor.bam
50294482,2,>1000,Tumor,H7-tumor.bam
50294512,2,>1000,Tumor,H7-tumor.bam
14535859,2,>1000,Tumor,H7-tumor.bam
787,2,500-1000,Tumor,H7-tumor.bam
27695289,2,>1000,Tumor,H7-tumor.bam
721,2,500-1000,Tumor,H7-tumor.bam
2880,2,>1000,Tumor,H7-tumor.bam
2846,2,>1000,Tumor,H7-tumor.bam
633,2,500-1000,Tumor,H7-tumor.bam
36664222,2,>1000,Tumor,H7-tumor.bam
49249723,2,>1000,Tumor,H7-tumor.bam
63169947,2,>1000,Tumor,H7-tumor.bam
4535,2,>1000,Tumor,H7-tumor.bam
4481,2,>1000,Tumor,H7-tumor.bam
3023,2,>1000,Tumor,H7-tumor.bam
2884,2,>1000,Tumor,H7-tumor.bam
1019,2,>1000,Tumor,H7-tumor.bam
21187281,2,>1000,Tumor,H7-tumor.bam
21187385,2,>1000,Tumor,H7-tumor.bam
21680043,2,>1000,Tumor,H7-tumor.bam
21680216,2,>1000,Tumor,H7-tumor.bam
46263671,2,>1000,Tumor,H7-tumor.bam
8422337,2,>1000,Tumor,H7-tumor.bam
8422404,2,>1000,Tumor,H7-tumor.bam
14027436,2,>1000,Tumor,H7-tumor.bam
739531,2,>1000,Tumor,H7-tumor.bam
543861,2,>1000,Tumor,H7-tumor.bam
534467,2,>1000,Tumor,H7-tumor.bam
108184,2,>1000,Tumor,H7-tumor.bam
881326,2,>1000,Tumor,H7-tumor.bam
91635,2,>1000,Tumor,H7-tumor.bam
91702,2,>1000,Tumor,H7-tumor.bam
3144,2,>1000,Tumor,H7-tumor.bam
170912,2,>1000,Tumor,H7-tumor.bam
186974,2,>1000,Tumor,H7-tumor.bam
6913,2,>1000,Tumor,H7-tumor.bam
6788,2,>1000,Tumor,H7-tumor.bam
13026594,2,>1000,Tumor,H7-tumor.bam
1059,2,>1000,Tumor,H7-tumor.bam
702,2,500-1000,Tumor,H7-tumor.bam
36664239,2,>1000,Tumor,H7-tumor.bam
942,2,500-1000,Tumor,H7-tumor.bam
719,2,500-1000,Tumor,H7-tumor.bam
3891,2,>1000,Tumor,H7-tumor.bam
10240,2,>1000,Tumor,H7-tumor.bam
50487480,2,>1000,Tumor,H7-tumor.bam
12308941,2,>1000,Tumor,H7-tumor.bam
85089635,2,>1000,Tumor,H7-tumor.bam
85089481,2,>1000,Tumor,H7-tumor.bam
33214316,2,>1000,Tumor,H7-tumor.bam
51637255,2,>1000,Tumor,H7-tumor.bam
698,2,500-1000,Tumor,H7-tumor.bam
27535249,2,>1000,Tumor,H7-tumor.bam
28716282,2,>1000,Tumor,H7-tumor.bam
73761574,2,>1000,Tumor,H7-tumor.bam
73761439,2,>1000,Tumor,H7-tumor.bam
17711267,2,>1000,Tumor,H7-tumor.bam
43683,2,>1000,Tumor,H7-tumor.bam
896,2,500-1000,Tumor,H7-tumor.bam
7924,2,>1000,Tumor,H7-tumor.bam
8062,2,>1000,Tumor,H7-tumor.bam
7996,2,>1000,Tumor,H7-tumor.bam
1333,2,>1000,Tumor,H7-tumor.bam
437973,2,>1000,Tumor,H7-tumor.bam
3422913,2,>1000,Tumor,H7-tumor.bam
3399384,2,>1000,Tumor,H7-tumor.bam
404042,2,>1000,Tumor,H7-tumor.bam
28859718,2,>1000,Tumor,H7-tumor.bam
28859874,2,>1000,Tumor,H7-tumor.bam
28943002,2,>1000,Tumor,H7-tumor.bam
641,2,500-1000,Tumor,H7-tumor.bam
41284731,2,>1000,Tumor,H7-tumor.bam
4332440,2,>1000,Tumor,H7-tumor.bam
40088,2,>1000,Tumor,H7-tumor.bam
151921356,2,>1000,Tumor,H7-tumor.bam
151921203,2,>1000,Tumor,H7-tumor.bam
46315331,2,>1000,Tumor,H7-tumor.bam
46315277,2,>1000,Tumor,H7-tumor.bam
26358,2,>1000,Tumor,H7-tumor.bam
3045198,2,>1000,Tumor,H7-tumor.bam
3045386,2,>1000,Tumor,H7-tumor.bam
22189,2,>1000,Tumor,H7-tumor.bam
24670,2,>1000,Tumor,H7-tumor.bam
5828,2,>1000,Tumor,H7-tumor.bam
33345,2,>1000,Tumor,H7-tumor.bam
17046,2,>1000,Tumor,H7-tumor.bam
39970,2,>1000,Tumor,H7-tumor.bam
24305,2,>1000,Tumor,H7-tumor.bam
43638,2,>1000,Tumor,H7-tumor.bam
13914,2,>1000,Tumor,H7-tumor.bam
13924,2,>1000,Tumor,H7-tumor.bam
5605,2,>1000,Tumor,H7-tumor.bam
13899,2,>1000,Tumor,H7-tumor.bam
13895,2,>1000,Tumor,H7-tumor.bam
13912,2,>1000,Tumor,H7-tumor.bam
15518,2,>1000,Tumor,H7-tumor.bam
16355,2,>1000,Tumor,H7-tumor.bam
19580,2,>1000,Tumor,H7-tumor.bam
729209,2,>1000,Tumor,H7-tumor.bam
19384,2,>1000,Tumor,H7-tumor.bam
48781,2,>1000,Tumor,H7-tumor.bam
48881,2,>1000,Tumor,H7-tumor.bam
1030,2,>1000,Tumor,H7-tumor.bam
1124,2,>1000,Tumor,H7-tumor.bam
125691,2,>1000,Tumor,H7-tumor.bam
24182,2,>1000,Tumor,H7-tumor.bam
19566,2,>1000,Tumor,H7-tumor.bam
19562,2,>1000,Tumor,H7-tumor.bam
422928,2,>1000,Tumor,H7-tumor.bam
218331419,2,>1000,Tumor,H7-tumor.bam
218331363,2,>1000,Tumor,H7-tumor.bam
3345217,2,>1000,Tumor,H7-tumor.bam
47251,2,>1000,Tumor,H7-tumor.bam
13992,2,>1000,Tumor,H7-tumor.bam
8067,2,>1000,Tumor,H7-tumor.bam
3294060,2,>1000,Tumor,H7-tumor.bam
3294227,2,>1000,Tumor,H7-tumor.bam
3264,2,>1000,Tumor,H7-tumor.bam
13905,2,>1000,Tumor,H7-tumor.bam
13919,2,>1000,Tumor,H7-tumor.bam
13907,2,>1000,Tumor,H7-tumor.bam
28310,2,>1000,Tumor,H7-tumor.bam
1110,2,>1000,Tumor,H7-tumor.bam
32937,2,>1000,Tumor,H7-tumor.bam
3422983,2,>1000,Tumor,H7-tumor.bam
3422968,2,>1000,Tumor,H7-tumor.bam
6336,2,>1000,Tumor,H7-tumor.bam
7930,2,>1000,Tumor,H7-tumor.bam
2401,2,>1000,Tumor,H7-tumor.bam
3596,2,>1000,Tumor,H7-tumor.bam
55063,2,>1000,Tumor,H7-tumor.bam
55068,2,>1000,Tumor,H7-tumor.bam
63735,2,>1000,Tumor,H7-tumor.bam
408328,2,>1000,Tumor,H7-tumor.bam
48457,2,>1000,Tumor,H7-tumor.bam
48610,2,>1000,Tumor,H7-tumor.bam
4968,2,>1000,Tumor,H7-tumor.bam
115675,2,>1000,Tumor,H7-tumor.bam
140125,2,>1000,Tumor,H7-tumor.bam
140210,2,>1000,Tumor,H7-tumor.bam
52173,2,>1000,Tumor,H7-tumor.bam
52076,2,>1000,Tumor,H7-tumor.bam
137610,2,>1000,Tumor,H7-tumor.bam
173891,2,>1000,Tumor,H7-tumor.bam
91746,2,>1000,Tumor,H7-tumor.bam
8901,2,>1000,Tumor,H7-tumor.bam
841363,2,>1000,Tumor,H7-tumor.bam
891954,2,>1000,Tumor,H7-tumor.bam
94623,2,>1000,Tumor,H7-tumor.bam
75336,2,>1000,Tumor,H7-tumor.bam
75333,2,>1000,Tumor,H7-tumor.bam
54999,2,>1000,Tumor,H7-tumor.bam
54633,2,>1000,Tumor,H7-tumor.bam
121281,2,>1000,Tumor,H7-tumor.bam
22509,2,>1000,Tumor,H7-tumor.bam
96416,2,>1000,Tumor,H7-tumor.bam
45967322,2,>1000,Tumor,H7-tumor.bam
16425,2,>1000,Tumor,H7-tumor.bam
15776375,2,>1000,Tumor,H7-tumor.bam
15776409,2,>1000,Tumor,H7-tumor.bam
82324,2,>1000,Tumor,H7-tumor.bam
53468,2,>1000,Tumor,H7-tumor.bam
129349,2,>1000,Tumor,H7-tumor.bam
113272,2,>1000,Tumor,H7-tumor.bam
3064875,2,>1000,Tumor,H7-tumor.bam
103642,2,>1000,Tumor,H7-tumor.bam
82269,2,>1000,Tumor,H7-tumor.bam
875,2,500-1000,Tumor,H7-tumor.bam
115851,2,>1000,Tumor,H7-tumor.bam
324265,2,>1000,Tumor,H7-tumor.bam
324162,2,>1000,Tumor,H7-tumor.bam
58555,2,>1000,Tumor,H7-tumor.bam
3118340,2,>1000,Tumor,H7-tumor.bam
3118341,2,>1000,Tumor,H7-tumor.bam
113283,2,>1000,Tumor,H7-tumor.bam
717,2,500-1000,Tumor,H7-tumor.bam
143656770,2,>1000,Tumor,H7-tumor.bam
113273,2,>1000,Tumor,H7-tumor.bam
113276,2,>1000,Tumor,H7-tumor.bam
113261,2,>1000,Tumor,H7-tumor.bam
113266,2,>1000,Tumor,H7-tumor.bam
891964,2,>1000,Tumor,H7-tumor.bam
891953,2,>1000,Tumor,H7-tumor.bam
841361,2,>1000,Tumor,H7-tumor.bam
841360,2,>1000,Tumor,H7-tumor.bam
45949412,2,>1000,Tumor,H7-tumor.bam
54224,2,>1000,Tumor,H7-tumor.bam
194867,2,>1000,Tumor,H7-tumor.bam
194957,2,>1000,Tumor,H7-tumor.bam
16254,2,>1000,Tumor,H7-tumor.bam
16159,2,>1000,Tumor,H7-tumor.bam
848009,2,>1000,Tumor,H7-tumor.bam
45580,2,>1000,Tumor,H7-tumor.bam
45713,2,>1000,Tumor,H7-tumor.bam
406548,2,>1000,Tumor,H7-tumor.bam
30007,2,>1000,Tumor,H7-tumor.bam
3362039,2,>1000,Tumor,H7-tumor.bam
3361873,2,>1000,Tumor,H7-tumor.bam
3364002,2,>1000,Tumor,H7-tumor.bam
368668,2,>1000,Tumor,H7-tumor.bam
3354902,2,>1000,Tumor,H7-tumor.bam
1535,2,>1000,Tumor,H7-tumor.bam
135638839,2,>1000,Tumor,H7-tumor.bam
23643829,2,>1000,Tumor,H7-tumor.bam
23643708,2,>1000,Tumor,H7-tumor.bam
9328442,2,>1000,Tumor,H7-tumor.bam
9328397,2,>1000,Tumor,H7-tumor.bam
49264265,2,>1000,Tumor,H7-tumor.bam
49264324,2,>1000,Tumor,H7-tumor.bam
17945478,2,>1000,Tumor,H7-tumor.bam
1474,2,>1000,Tumor,H7-tumor.bam
184222195,2,>1000,Tumor,H7-tumor.bam
184222210,2,>1000,Tumor,H7-tumor.bam
30014,2,>1000,Tumor,H7-tumor.bam
45959216,2,>1000,Tumor,H7-tumor.bam
418460,2,>1000,Tumor,H7-tumor.bam
23426,2,>1000,Tumor,H7-tumor.bam
53256925,2,>1000,Tumor,H7-tumor.bam
53256893,2,>1000,Tumor,H7-tumor.bam
44707843,2,>1000,Tumor,H7-tumor.bam
109531319,2,>1000,Tumor,H7-tumor.bam
104624123,2,>1000,Tumor,H7-tumor.bam
104624065,2,>1000,Tumor,H7-tumor.bam
4221448,2,>1000,Tumor,H7-tumor.bam
21409,2,>1000,Tumor,H7-tumor.bam
989,2,500-1000,Tumor,H7-tumor.bam
13382,2,>1000,Tumor,H7-tumor.bam
18977,2,>1000,Tumor,H7-tumor.bam
895,2,500-1000,Tumor,H7-tumor.bam
22592747,2,>1000,Tumor,H7-tumor.bam
22592710,2,>1000,Tumor,H7-tumor.bam
725,2,500-1000,Tumor,H7-tumor.bam
156720963,2,>1000,Tumor,H7-tumor.bam
30620619,2,>1000,Tumor,H7-tumor.bam
937,2,500-1000,Tumor,H7-tumor.bam
2290,2,>1000,Tumor,H7-tumor.bam
723,2,500-1000,Tumor,H7-tumor.bam
3779,2,>1000,Tumor,H7-tumor.bam
1112,2,>1000,Tumor,H7-tumor.bam
1064,2,>1000,Tumor,H7-tumor.bam
1441,2,>1000,Tumor,H7-tumor.bam
1607,2,>1000,Tumor,H7-tumor.bam
176005615,2,>1000,Tumor,H7-tumor.bam
176005631,2,>1000,Tumor,H7-tumor.bam
857,2,500-1000,Tumor,H7-tumor.bam
1005,2,>1000,Tumor,H7-tumor.bam
615,2,500-1000,Tumor,H7-tumor.bam
6490,2,>1000,Tumor,H7-tumor.bam
834,2,500-1000,Tumor,H7-tumor.bam
264617,2,>1000,Tumor,H7-tumor.bam
116212,2,>1000,Tumor,H7-tumor.bam
248266,2,>1000,Tumor,H7-tumor.bam
248404,2,>1000,Tumor,H7-tumor.bam
15716689,2,>1000,Tumor,H7-tumor.bam
293460,2,>1000,Tumor,H7-tumor.bam
130927,2,>1000,Tumor,H7-tumor.bam
41991,2,>1000,Tumor,H7-tumor.bam
349930,2,>1000,Tumor,H7-tumor.bam
602190,2,>1000,Tumor,H7-tumor.bam
189951,2,>1000,Tumor,H7-tumor.bam
196927,2,>1000,Tumor,H7-tumor.bam
771822,2,>1000,Tumor,H7-tumor.bam
14237,2,>1000,Tumor,H7-tumor.bam
279141,2,>1000,Tumor,H7-tumor.bam
333115,2,>1000,Tumor,H7-tumor.bam
2970750,2,>1000,Tumor,H7-tumor.bam
52348,2,>1000,Tumor,H7-tumor.bam
52327,2,>1000,Tumor,H7-tumor.bam
2487,2,>1000,Tumor,H7-tumor.bam
3410,2,>1000,Tumor,H7-tumor.bam
28382355,2,>1000,Tumor,H7-tumor.bam
15489369,2,>1000,Tumor,H7-tumor.bam
15489345,2,>1000,Tumor,H7-tumor.bam
7751355,2,>1000,Tumor,H7-tumor.bam
24859801,2,>1000,Tumor,H7-tumor.bam
24734818,2,>1000,Tumor,H7-tumor.bam
40044701,2,>1000,Tumor,H7-tumor.bam
594,2,500-1000,Tumor,H7-tumor.bam
99794960,2,>1000,Tumor,H7-tumor.bam
99795111,2,>1000,Tumor,H7-tumor.bam
726,2,500-1000,Tumor,H7-tumor.bam
721311,2,>1000,Tumor,H7-tumor.bam
1623,2,>1000,Tumor,H7-tumor.bam
3124945,2,>1000,Tumor,H7-tumor.bam
123755430,2,>1000,Tumor,H7-tumor.bam
123755465,2,>1000,Tumor,H7-tumor.bam
1554624,2,>1000,Tumor,H7-tumor.bam
1554785,2,>1000,Tumor,H7-tumor.bam
11345633,2,>1000,Tumor,H7-tumor.bam
11345582,2,>1000,Tumor,H7-tumor.bam
131500259,2,>1000,Tumor,H7-tumor.bam
62237290,2,>1000,Tumor,H7-tumor.bam
239062,2,>1000,Tumor,H7-tumor.bam
78034737,2,>1000,Tumor,H7-tumor.bam
78034613,2,>1000,Tumor,H7-tumor.bam
4225339,2,>1000,Tumor,H7-tumor.bam
4225295,2,>1000,Tumor,H7-tumor.bam
1260,2,>1000,Tumor,H7-tumor.bam
4618,2,>1000,Tumor,H7-tumor.bam
113876214,2,>1000,Tumor,H7-tumor.bam
113876246,2,>1000,Tumor,H7-tumor.bam
844,2,500-1000,Tumor,H7-tumor.bam
25817795,2,>1000,Tumor,H7-tumor.bam
64912776,2,>1000,Tumor,H7-tumor.bam
68892824,2,>1000,Tumor,H7-tumor.bam
33384912,2,>1000,Tumor,H7-tumor.bam
33385008,2,>1000,Tumor,H7-tumor.bam
68233311,2,>1000,Tumor,H7-tumor.bam
68233169,2,>1000,Tumor,H7-tumor.bam
1198,2,>1000,Tumor,H7-tumor.bam
49385459,2,>1000,Tumor,H7-tumor.bam
6175761,2,>1000,Tumor,H7-tumor.bam
544862,2,>1000,Tumor,H7-tumor.bam
1323,2,>1000,Tumor,H7-tumor.bam
1253,2,>1000,Tumor,H7-tumor.bam
710,2,500-1000,Tumor,H7-tumor.bam
7340319,2,>1000,Tumor,H7-tumor.bam
7340417,2,>1000,Tumor,H7-tumor.bam
2530,2,>1000,Tumor,H7-tumor.bam
4868,2,>1000,Tumor,H7-tumor.bam
97537866,2,>1000,Tumor,H7-tumor.bam
97537714,2,>1000,Tumor,H7-tumor.bam
83219960,2,>1000,Tumor,H7-tumor.bam
44179599,2,>1000,Tumor,H7-tumor.bam
1173,2,>1000,Tumor,H7-tumor.bam
1978,2,>1000,Tumor,H7-tumor.bam
669,2,500-1000,Tumor,H7-tumor.bam
1128,2,>1000,Tumor,H7-tumor.bam
1472,2,>1000,Tumor,H7-tumor.bam
308230,2,>1000,Tumor,H7-tumor.bam
551489,2,>1000,Tumor,H7-tumor.bam
48401,2,>1000,Tumor,H7-tumor.bam
48527,2,>1000,Tumor,H7-tumor.bam
42324,2,>1000,Tumor,H7-tumor.bam
45851153,2,>1000,Tumor,H7-tumor.bam
45848186,2,>1000,Tumor,H7-tumor.bam
892,2,500-1000,Tumor,H7-tumor.bam
768,2,500-1000,Tumor,H7-tumor.bam
175292025,2,>1000,Tumor,H7-tumor.bam
18454186,2,>1000,Tumor,H7-tumor.bam
746,2,500-1000,Tumor,H7-tumor.bam
1345,2,>1000,Tumor,H7-tumor.bam
690,2,500-1000,Tumor,H7-tumor.bam
1485,2,>1000,Tumor,H7-tumor.bam
5689,2,>1000,Tumor,H7-tumor.bam
1052,2,>1000,Tumor,H7-tumor.bam
1191,2,>1000,Tumor,H7-tumor.bam
1189,2,>1000,Tumor,H7-tumor.bam
744,2,500-1000,Tumor,H7-tumor.bam
59727,2,>1000,Tumor,H7-tumor.bam
7867,2,>1000,Tumor,H7-tumor.bam
7491,2,>1000,Tumor,H7-tumor.bam
64586,2,>1000,Tumor,H7-tumor.bam
7650,2,>1000,Tumor,H7-tumor.bam
7997,2,>1000,Tumor,H7-tumor.bam
64449544,2,>1000,Tumor,H7-tumor.bam
90337831,2,>1000,Tumor,H7-tumor.bam
16036720,2,>1000,Tumor,H7-tumor.bam
627,2,500-1000,Tumor,H7-tumor.bam
89375039,2,>1000,Tumor,H7-tumor.bam
308118,2,>1000,Tumor,H7-tumor.bam
64572,2,>1000,Tumor,H7-tumor.bam
64559,2,>1000,Tumor,H7-tumor.bam
64571,2,>1000,Tumor,H7-tumor.bam
63952,2,>1000,Tumor,H7-tumor.bam
63962,2,>1000,Tumor,H7-tumor.bam
1178,2,>1000,Tumor,H7-tumor.bam
3756,2,>1000,Tumor,H7-tumor.bam
2904,2,>1000,Tumor,H7-tumor.bam
1669,2,>1000,Tumor,H7-tumor.bam
1796,2,>1000,Tumor,H7-tumor.bam
56562,2,>1000,Tumor,H7-tumor.bam
1140,2,>1000,Tumor,H7-tumor.bam
57082,2,>1000,Tumor,H7-tumor.bam
57048,2,>1000,Tumor,H7-tumor.bam
1696,2,>1000,Tumor,H7-tumor.bam
1809,2,>1000,Tumor,H7-tumor.bam
308825,2,>1000,Tumor,H7-tumor.bam
308698,2,>1000,Tumor,H7-tumor.bam
208439,2,>1000,Tumor,H7-tumor.bam
26341,2,>1000,Tumor,H7-tumor.bam
9076,2,>1000,Tumor,H7-tumor.bam
9769,2,>1000,Tumor,H7-tumor.bam
179464,2,>1000,Tumor,H7-tumor.bam
179586,2,>1000,Tumor,H7-tumor.bam
15658076,2,>1000,Tumor,H7-tumor.bam
281082,2,>1000,Tumor,H7-tumor.bam
238155,2,>1000,Tumor,H7-tumor.bam
983,2,500-1000,Tumor,H7-tumor.bam
5985,2,>1000,Tumor,H7-tumor.bam
11105,2,>1000,Tumor,H7-tumor.bam
56906,2,>1000,Tumor,H7-tumor.bam
64566,2,>1000,Tumor,H7-tumor.bam
143842074,2,>1000,Tumor,H7-tumor.bam
1067,2,>1000,Tumor,H7-tumor.bam
593,2,500-1000,Tumor,H7-tumor.bam
5726,2,>1000,Tumor,H7-tumor.bam
14241,2,>1000,Tumor,H7-tumor.bam
6425,2,>1000,Tumor,H7-tumor.bam
6260,2,>1000,Tumor,H7-tumor.bam
21584281,2,>1000,Tumor,H7-tumor.bam
11334155,2,>1000,Tumor,H7-tumor.bam
609,2,500-1000,Tumor,H7-tumor.bam
19440,2,>1000,Tumor,H7-tumor.bam
17808,2,>1000,Tumor,H7-tumor.bam
6420,2,>1000,Tumor,H7-tumor.bam
5757,2,>1000,Tumor,H7-tumor.bam
5711,2,>1000,Tumor,H7-tumor.bam
2881235,2,>1000,Tumor,H7-tumor.bam
493459,2,>1000,Tumor,H7-tumor.bam
377666,2,>1000,Tumor,H7-tumor.bam
222330,2,>1000,Tumor,H7-tumor.bam
7757,2,>1000,Tumor,H7-tumor.bam
7796,2,>1000,Tumor,H7-tumor.bam
21126,2,>1000,Tumor,H7-tumor.bam
25693,2,>1000,Tumor,H7-tumor.bam
170292,2,>1000,Tumor,H7-tumor.bam
644,2,500-1000,Tumor,H7-tumor.bam
61310058,2,>1000,Tumor,H7-tumor.bam
758,2,500-1000,Tumor,H7-tumor.bam
109224933,2,>1000,Tumor,H7-tumor.bam
22523009,2,>1000,Tumor,H7-tumor.bam
22523106,2,>1000,Tumor,H7-tumor.bam
637,2,500-1000,Tumor,H7-tumor.bam
143841912,2,>1000,Tumor,H7-tumor.bam
1972,2,>1000,Tumor,H7-tumor.bam
2040,2,>1000,Tumor,H7-tumor.bam
2031,2,>1000,Tumor,H7-tumor.bam
2051,2,>1000,Tumor,H7-tumor.bam
794,2,500-1000,Tumor,H7-tumor.bam
682,2,500-1000,Tumor,H7-tumor.bam
1183,2,>1000,Tumor,H7-tumor.bam
2078,2,>1000,Tumor,H7-tumor.bam
2495,2,>1000,Tumor,H7-tumor.bam
2314,2,>1000,Tumor,H7-tumor.bam
1395533,2,>1000,Tumor,H7-tumor.bam
1734,2,>1000,Tumor,H7-tumor.bam
3227,2,>1000,Tumor,H7-tumor.bam
43064270,2,>1000,Tumor,H7-tumor.bam
372260,2,>1000,Tumor,H7-tumor.bam
452446,2,>1000,Tumor,H7-tumor.bam
932,2,500-1000,Tumor,H7-tumor.bam
221994,2,>1000,Tumor,H7-tumor.bam
135957,2,>1000,Tumor,H7-tumor.bam
135916,2,>1000,Tumor,H7-tumor.bam
126970,2,>1000,Tumor,H7-tumor.bam
126804,2,>1000,Tumor,H7-tumor.bam
126935,2,>1000,Tumor,H7-tumor.bam
19875437,2,>1000,Tumor,H7-tumor.bam
69120670,2,>1000,Tumor,H7-tumor.bam
544726,2,>1000,Tumor,H7-tumor.bam
489691,2,>1000,Tumor,H7-tumor.bam
554657,2,>1000,Tumor,H7-tumor.bam
503729,2,>1000,Tumor,H7-tumor.bam
503706,2,>1000,Tumor,H7-tumor.bam
3489,2,>1000,Tumor,H7-tumor.bam
2216,2,>1000,Tumor,H7-tumor.bam
13468,2,>1000,Tumor,H7-tumor.bam
2294,2,>1000,Tumor,H7-tumor.bam
492133,2,>1000,Tumor,H7-tumor.bam
489948,2,>1000,Tumor,H7-tumor.bam
490256,2,>1000,Tumor,H7-tumor.bam
490267,2,>1000,Tumor,H7-tumor.bam
490280,2,>1000,Tumor,H7-tumor.bam
492162,2,>1000,Tumor,H7-tumor.bam
490274,2,>1000,Tumor,H7-tumor.bam
490281,2,>1000,Tumor,H7-tumor.bam
